112,08/05/2020 - 510771,SALÝH AYHAN,SAMSUN,Yerli Sermaye,ÝMALAT - MOTORLU KARA TAÞITLARI VE BUNLARIN MOTORLARIYLA ÝLGÝLÝ PARÇA VE AKSESUARLARIN ÝMALATI,KOMPLE YENÝ YATIRIM,BÖLGESEL,"KDV Ýstisnasý, Vergi Ýndirimi %70, YKO %30, Sigorta Primi Ýþveren Hissesi 6 Yýl, Faiz Desteði",KAMYON VE TIR ARKA TEKER KÖRÜÐÜ{SÜSPANSÝYON AMORTÝSÖRÜ PARÇASI} 140.000 ADET/YIL,2.865.500,0,20
113,08/05/2020 - 510772,GÜZELOÐLU GIDA VE ÝHTÝYAÇ MADDELERÝ NAKLÝYE AMBALAJ SANAYÝ VE TÝCARET LÝMÝTED ÞÝRKETÝ,KONYA,Yerli Sermaye,ÝMALAT - BÝTKÝSEL VE HAYVANSAL SIVI VE KATI YAÐ ÝMALATI,TEVSÝ,BÖLGESEL - ALT BÖLGE,"Sigorta Primi Ýþveren Hissesi 5 Yýl, Vergi Ýndirimi %60, YKO %25, KDV Ýstisnasý","Ham Yað 34.349.000 KG/YIL, Rafine Yaðý 15.718.000 KG/YIL",36.200.000,0,25
114,08/05/2020 - 510773,SELAHATTÝN OÇAK OCAK ÝNÞAAT MÜTAHÝTLÝÐÝ,MERSÝN,Yerli Sermaye,"TARIM - SEBZE, BAHÇE VE KÜLTÜR BÝTKÝLERÝ ÝLE FÝDANLIK ÜRÜNLERÝNÝN YETÝÞTÝRÝLMESÝ",KOMPLE YENÝ YATIRIM,BÖLGESEL,"Sigorta Primi Ýþveren Hissesi 5 Yýl, Vergi Ýndirimi %60, YKO %25, KDV Ýstisnasý, Yatýrým Yeri Tahsisi, Faiz Desteði",Serada bitkisel yetiþtiricilik{Muz Yetiþtiriciliði} 75.000 M2,11.500.000,0,20
115,08/05/2020 - 510774,FRENGÜLÜS TARIM VE TARIM ÜRÜNLERÝ RESTORAN SANAYÝ VE TÝCARET LÝMÝTED ÞÝRKETÝ,MERSÝN,Yerli Sermaye,"TARIM - SEBZE, BAHÇE VE KÜLTÜR BÝTKÝLERÝ ÝLE FÝDANLIK ÜRÜNLERÝNÝN YETÝÞTÝRÝLMESÝ",KOMPLE YENÝ YATIRIM,BÖLGESEL,"Sigorta Primi Ýþveren Hissesi 5 Yýl, Vergi Ýndirimi %60, YKO %25, KDV Ýstisnasý, Faiz Desteði",Serada bitkisel yetiþtiricilik {Muz üretimi ve yetiþtiriciliði} 21.252 M2,1.761.887,0,1
116,08/05/2020 - 510775,SANÝÇAY BAHARAT BÝTKÝ VE MEYVE ÇAYLARI GIDA SANAYÝ TÝCARET LÝMÝTED ÞÝRKETÝ,MANÝSA,Yerli Sermaye,ÝMALAT - BAÞKA YERDE SINIFLANDIRILMAMIÞ GIDA MADDELERÝ ÝMALATI,TEVSÝ,BÖLGESEL - ALT BÖLGE,"Sigorta Primi Ýþveren Hissesi 6 Yýl, Vergi Ýndirimi %70, YKO %30, KDV Ýstisnasý, Faiz Desteði",BÝTKÝ VE MEYVE ÇAYLARI 120.000 KG/YIL,2.010.000,0,5
117,08/05/2020 - 510776,ÝSTANBUL MEMORÝAL SAÐLIK YATIRIMLARI ANONÝM ÞÝRKETÝ,ÝSTANBUL,Yabancý Sermaye,HÝZMETLER - HASTANE HÝZMETLERÝ,MODERNÝZASYON,BÖLGESEL,"Vergi Ýndirimi %50, YKO %15, Gümrük Vergisi Muafiyeti, KDV Ýstisnasý",CERRAHÝ HASTANE HÝZMETLERÝ 155 YATAK,42.100.000,375.987,
118,08/05/2020 - 510777,SUPAR SUPAP VE PARÇA SANAYÝ TÝCARET ANONÝM ÞÝRKETÝ,KONYA,Yerli Sermaye,"ENERJÝ - ELEKTRÝK ÜRETÝMÝ, ÝLETÝMÝ VE DAÐITIMI",TEVSÝ,GENEL,"KDV Ýstisnasý, Gümrük Vergisi Muafiyeti","4010.0.01 - Elektrik enerjisi üretimi {GES} 0,42 MW",1.670.092,18.898,0
119,08/05/2020 - 510778,ASPAK AMBALAJ GIDA SANAYÝ VE TÝCARET ANONÝM ÞÝRKETÝ,KONYA,Yerli Sermaye,"ENERJÝ - ELEKTRÝK ÜRETÝMÝ, ÝLETÝMÝ VE DAÐITIMI",KOMPLE YENÝ YATIRIM,GENEL,KDV Ýstisnasý,"4010.0.01 - Elektrik enerjisi üretimi {GES} 0,40 MW",2.100.000,0,5
120,08/05/2020 - 510779,DORA WORLD ULUSLARARASI LOJÝSTÝK ÝNÞAAT ENDÜSTRÝYEL MAKÝNA ORMAN ÜRÜNLERÝ AMBALAJ GIDA ÝTHALAT ÝHRACAT ANONÝM ÞÝRKETÝ,ANTALYA,Yerli Sermaye,ÝMALAT - PLASTÝK ÜRÜNLERÝ ÝMALATI,KOMPLE YENÝ YATIRIM,GENEL,"Gümrük Vergisi Muafiyeti, KDV Ýstisnasý","Plastiklerden kutu, kasa, sandýk ve benzeri eþyalar 5.400.000 ADET/YIL",2.900.000,200.000,15
121,08/05/2020 - 510780,BETASKOP TIBBÝ CÝHAZLAR VE MEDÝKAL SANAYÝ VE TÝCARET LÝMÝTED ÞÝRKETÝ,KONYA,Yerli Sermaye,ÝMALAT - PLASTÝK ÜRÜNLERÝ ÝMALATI,"TEVSÝ, ÜRÜN ÇEÞÝTLENDÝRME",GENEL,"Gümrük Vergisi Muafiyeti, KDV Ýstisnasý","Poþet Eldiven 140 TON/YIL, Çöp Poþeti 60 TON/YIL, Atlet Poþet 30 TON/YIL",5.500.000,260.000,7
122,08/05/2020 - 510781,ÖZDEMÝR KALIP PLASTÝK MAKÝNA SANAYÝ VE TÝCARET LÝMÝTED ÞÝRKETÝ,ÝSTANBUL,Yerli Sermaye,ÝMALAT - PLASTÝK ÜRÜNLERÝ ÝMALATI,TEVSÝ,GENEL,"KDV Ýstisnasý, Gümrük Vergisi Muafiyeti",Plastikten büro veya okul malzemeleri 1.248 TON/YIL,1.100.000,155.000,2
123,08/05/2020 - 510782,SÖZEN PETROL TÝCARET VE SANAYÝ ANONÝM ÞÝRKETÝ,KONYA,Yerli Sermaye,"ENERJÝ - ELEKTRÝK ÜRETÝMÝ, ÝLETÝMÝ VE DAÐITIMI",KOMPLE YENÝ YATIRIM,GENEL,"Gümrük Vergisi Muafiyeti, KDV Ýstisnasý","Elektrik Enerjisi Üretimi {Çatý GES} 0,50 MW",2.500.000,34.300,5
124,08/05/2020 - 510783,DEFNE ENERJÝ YATIRIM SANAYÝ VE TÝCARET LÝMÝTED ÞÝRKETÝ,BOLU,Yerli Sermaye,"ENERJÝ - ELEKTRÝK ÜRETÝMÝ, ÝLETÝMÝ VE DAÐITIMI",KOMPLE YENÝ YATIRIM,GENEL,"Gümrük Vergisi Muafiyeti, KDV Ýstisnasý","Biyokütleden Elektrik Enerjisi Üretimi {BES} 1,92 MW",9.652.604,1.080.000,3
125,08/05/2020 - 510784,MÝRATEX DIÞ TÝCARET ANONÝM ÞÝRKETÝ,ÝSTANBUL,Yerli Sermaye,ÝMALAT - TIBBÝ VE CERRAHÝ TEÇHÝZAT ÝLE ORTOPEDÝK ARAÇLARIN ÝMALATI,KOMPLE YENÝ YATIRIM,BÖLGESEL - ÖNCELÝKLÝ YATIRIM,"Sigorta Primi Ýþveren Hissesi 7 Yýl, Vergi Ýndirimi %80, YKO %40, Gümrük Vergisi Muafiyeti, Faiz Desteði, KDV Ýstisnasý",TIBBÝ MASKE ÝMALATI 45.000.000 ADET/YIL,3.950.000,81.000,15
126,08/05/2020 - 510785,REFÝK EÐÝTÝM ÖÐRETÝM DANIÞMANLIK VE YAYINCILIK ANONÝM ÞÝRKETÝ,ÝSTANBUL,Yerli Sermaye,HÝZMETLER - GENEL ORTAÖÐRETÝM HÝZMETLERÝ,KOMPLE YENÝ YATIRIM,BÖLGESEL - ÖNCELÝKLÝ YATIRIM,"Sigorta Primi Ýþveren Hissesi 7 Yýl, Vergi Ýndirimi %80, YKO %40, Faiz Desteði, KDV Ýstisnasý","Okul öncesi eðitim hizmetleri 160 ÖÐRENCÝ, Ýlkokul eðitimi 384 ÖÐRENCÝ, Ortaokul eðitim hizmetleri 384 ÖÐRENCÝ, Lise eðitim hizmetleri 384 ÖÐRENCÝ",18.015.410,0,100
127,08/05/2020 - 510786,BNM PLASTÝK SANAYÝ VE TÝCARET ANONÝM ÞÝRKETÝ,ÝSTANBUL,Yerli Sermaye,ÝMALAT - PLASTÝK ÜRÜNLERÝ ÝMALATI,KOMPLE YENÝ YATIRIM,GENEL,"Gümrük Vergisi Muafiyeti, KDV Ýstisnasý","Plastikten sofra eþyasý, mutfak eþyasý, diðer ev eþyasý ve tuvalet eþyasý 300 TON/YIL",3.419.205,205.051,2
128,08/05/2020 - 510787,SERHAT SOSYAL HÝZMETLER ÖZÜRLÜ BAKIM EVDE BAKIM AÝLE TERAPÝSÝ VE DANIÞMANLIÐI EÐÝTÝM HÝZMETLERÝ TÝCARET VE SANAYÝ LÝMÝTED ÞÝRKETÝ,AÐRI,Yerli Sermaye,HÝZMETLER - BARINACAK YER SAÐLANARAK YÜRÜTÜLEN SOSYAL HÝZMETLER,KOMPLE YENÝ YATIRIM,BÖLGESEL,"Sigorta Primi Ýþveren Hissesi 10 Yýl, Gelir Vergisi Stopajý Desteði 10 Yýl, Sigorta Primi Desteði 10 Yýl, Vergi Ýndirimi %90, YKO %50, KDV Ýstisnasý, Faiz Desteði",Engelli Bakým Merkezi 110 YATAK,7.092.600,0,62
129,08/05/2020 - 510788,DCT ÞÝRÝNYALI ÖZEL SAÐLIK HÝZMETLERÝ TURÝZM VE TÝCARET LÝMÝTED ÞÝRKETÝ,ANTALYA,Yerli Sermaye,HÝZMETLER - HASTANE HÝZMETLERÝ,KOMPLE YENÝ YATIRIM,GENEL,KDV Ýstisnasý,AÐIZ VE DÝÞ SAÐLIÐI MERKEZÝ 70 KÝÞÝ/GÜN,14.100.000,0,40
130,08/05/2020 - 510789,DEÐÝRMENYANI ENERJÝ ÜRETÝM VE TÝCARET ANONÝM ÞÝRKETÝ,GÝRESUN,Yerli Sermaye,"ENERJÝ - ELEKTRÝK ÜRETÝMÝ, ÝLETÝMÝ VE DAÐITIMI",KOMPLE YENÝ YATIRIM,GENEL,KDV Ýstisnasý,"4010.0.01 - Elektrik enerjisi üretimi {HES} 7,47 MW",59.992.469,0,
131,08/05/2020 - 510790,BOÐAZÝÇÝ DENÝZCÝLÝK SANAYÝ VE TÝCARET ANONÝM ÞÝRKETÝ,YALOVA,Yerli Sermaye,ÝMALAT - GEMÝ YAPIMI VE ONARIMI,KOMPLE YENÝ YATIRIM,GENEL,"Sigorta Primi Ýþveren Hissesi, KDV Ýstisnasý, Gümrük Vergisi Muafiyeti","3511.0.07 - Römorkörler ve itici gemiler {NB 30, 50.-Ton Çekme Kapasiteli Römorkör Ýnþaasý} Tam Boy : 30.-Mt, Geniþlik : 12.60,-Mt, Derinlik : 5.50.-Mt, Draft : 4.20.-Mt 1 ADET",20.110.622,1.980.713,100
132,08/05/2020 - 510791,SELAHÝTTÝN KÖSE,KAHRAMANMARAÞ,Yerli Sermaye,"TARIM - SEBZE, BAHÇE VE KÜLTÜR BÝTKÝLERÝ ÝLE FÝDANLIK ÜRÜNLERÝNÝN YETÝÞTÝRÝLMESÝ",KOMPLE YENÝ YATIRIM,BÖLGESEL,"Sigorta Primi Ýþveren Hissesi 7 Yýl, Vergi Ýndirimi %80, YKO %40, KDV Ýstisnasý, Faiz Desteði",SERADA BÝTKÝSEL YETÝÞTÝRÝCÝLÝK 10.250 M2,3.950.000,0,10
133,08/05/2020 - 510792,CEMÝL DEMÝR TARIM ÜRÜNLERÝ LÝSANSLI DEPOCULUK ANONÝM ÞÝRKETÝ,EDÝRNE,Yerli Sermaye,HÝZMETLER - DEPOLAMA VE AMBARLAMA HÝZMETLERÝ,KOMPLE YENÝ YATIRIM,BÖLGESEL - ÖNCELÝKLÝ YATIRIM,"Sigorta Primi Ýþveren Hissesi 7 Yýl, Vergi Ýndirimi %80, YKO %40, Gümrük Vergisi Muafiyeti, Faiz Desteði, KDV Ýstisnasý",Lisanslý Depoculuk hizmetleri 40.000 TON/YIL,19.416.873,996.703,7
134,09/05/2020 - 510793,"ÖZ UYGURLAR MAKÝNA MOBÝLYA PETROL,PETROL ÜRÜNLERÝ TURÝZM ÝÞLETMECÝLÝK SANAYÝ VE DIÞ TÝCARET LÝMÝTED ÞÝRKETÝ",KIRÞEHÝR,Yerli Sermaye,"ÝMALAT - GIDA, ÝÇECEK VE TÜTÜN ÝÞLEYEN MAKÝNELERÝN ÝMALATI","TEVSÝ, MODERNÝZASYON",BÖLGESEL,"Sigorta Primi Ýþveren Hissesi 6 Yýl, Vergi Ýndirimi %70, YKO %30, KDV Ýstisnasý, Faiz Desteði","Muhtelif Gýda Makineleri ve Üretim Hatlarý {Komple Bisküvi, Gofret, Çikolata, Marshmallow, Sakýz vb. Hattý} 126 ADET/YIL, Komple Fýrýn ve Katlý Ekmek Fýrýný ve Ekipmanlarý 37 ADET/YIL, Muhtelif Ambalajlama Makineleri ve Paketleme Otomasyon Sistemleri 236 ADET/YIL",9.915.000,0,15
135,09/05/2020 - 510794,ÇATSAN DÖKÜM METAL ÝMALAT SANAYÝ VE TÝCARET ANONÝM ÞÝRKETÝ,ÞANLIURFA,Yerli Sermaye,"ÝMALAT - MADEN, TAÞOCAÐI VE ÝNÞAAT MAKÝNELERÝ ÝMALATI",KOMPLE YENÝ YATIRIM,BÖLGESEL,"Sigorta Primi Ýþveren Hissesi 10 Yýl, Gelir Vergisi Stopajý Desteði 10 Yýl, Sigorta Primi Desteði 10 Yýl, Vergi Ýndirimi %90, YKO %50, KDV Ýstisnasý, Faiz Desteði",DÖKÜMDEN MAMÜL ÝÞ MAKÝNESÝ AKSAM VE PARÇALARI ÜRETÝMÝ 975 TON/YIL,18.367.310,0,30
136,10/05/2020 - 510795,SAYTEK MEDÝKAL SÝSTEMLER ÝNÞAAT ÝTHALAT ÝHRACAT SANAYÝ VE TÝCARET LÝMÝTED ÞÝRKETÝ,ANKARA,Yerli Sermaye,ÝMALAT - TIBBÝ VE CERRAHÝ TEÇHÝZAT ÝLE ORTOPEDÝK ARAÇLARIN ÝMALATI,KOMPLE YENÝ YATIRIM,BÖLGESEL - ÖNCELÝKLÝ YATIRIM,"Sigorta Primi Ýþveren Hissesi 7 Yýl, Vergi Ýndirimi %80, YKO %40, Gümrük Vergisi Muafiyeti, Faiz Desteði, KDV Ýstisnasý",týbbi ve cerrahi maske 240.000.000 ADET/YIL,5.993.993,796.860,14
137,10/05/2020 - 510796,EPSA YALITIM SANAYÝ VE TÝCARET ANONÝM ÞÝRKETÝ,BURSA,Yerli Sermaye,ÝMALAT - PLASTÝK ÜRÜNLERÝ ÝMALATI,TEVSÝ,GENEL,"Gümrük Vergisi Muafiyeti, KDV Ýstisnasý",yalýtým levhasý 5.160 TON/YIL,5.522.810,510.516,10
138,10/05/2020 - 510797,TEKKAN PLASTÝK SANAYÝ VE TÝCARET ANONÝM ÞÝRKETÝ,KOCAELÝ,Yerli Sermaye,ÝMALAT - TIBBÝ VE CERRAHÝ TEÇHÝZAT ÝLE ORTOPEDÝK ARAÇLARIN ÝMALATI,KOMPLE YENÝ YATIRIM,BÖLGESEL - ÖNCELÝKLÝ YATIRIM,"Sigorta Primi Ýþveren Hissesi 7 Yýl, Vergi Ýndirimi %80, YKO %40, Gümrük Vergisi Muafiyeti, Faiz Desteði, KDV Ýstisnasý",týbbi ve cerrahi maske 45.000.000 ADET/YIL,1.521.344,185.874,4
139,11/05/2020 - 510798,REÝSOÐLU MERMER SANAYÝ VE TÝCARET LÝMÝTED ÞÝRKETÝ,AFYONKARAHÝSAR,Yerli Sermaye,"MADENCÝLÝK - KUM, KÝL VE TAÞOCAKÇILIÐI",TEVSÝ,BÖLGESEL - ÖNCELÝKLÝ YATIRIM,"KDV Ýstisnasý, Gümrük Vergisi Muafiyeti, Faiz Desteði, Vergi Ýndirimi %80, YKO %40, Sigorta Primi Ýþveren Hissesi 7 Yýl",1410.1.01 - Mermer Blok {ÝR: 73771} 21.700 M3/YIL,26.974.480,579.765,20
140,11/05/2020 - 510799,URAL ORMAN ÜRÜNLER NAKLÝYE MADENCÝLÝK TÝCARET VE SANAYÝ LÝMÝTED ÞÝRKETÝ,BÝNGÖL,Yerli Sermaye,ÝMALAT - ANA KÝMYASAL MADDELERÝN ÝMALATI (KÝMYASAL GÜBRE VE AZOTLU BÝLEÞÝKLER HARÝÇ),KOMPLE YENÝ YATIRIM,BÖLGESEL,"Sigorta Primi Ýþveren Hissesi 10 Yýl, Gelir Vergisi Stopajý Desteði 10 Yýl, Sigorta Primi Desteði 10 Yýl, Vergi Ýndirimi %90, YKO %50, KDV Ýstisnasý, Faiz Desteði",Odun kömürü 1.800 TON/YIL,1.815.000,0,80
141,11/05/2020 - 510800,DEMÝRDAÐ KURUYEMÝÞ GIDA TEMÝZLÝK PETROL MEDÝKAL ÝNÞAAT NAKLÝYAT TAAHHÜT SANAYÝ VE TÝCARET LÝMÝTED ÞÝRKETÝ,BATMAN,Yerli Sermaye,ÝMALAT - SEBZE VE MEYVELERÝN ÝÞLENMESÝ VE SAKLANMASI,KOMPLE YENÝ YATIRIM,BÖLGESEL,"Sigorta Primi Ýþveren Hissesi 10 Yýl, Gelir Vergisi Stopajý Desteði 10 Yýl, Sigorta Primi Desteði 10 Yýl, Vergi Ýndirimi %90, YKO %50, KDV Ýstisnasý, Faiz Desteði",KAVRULMUÞ FINDIK VE FISTIK 300 TON/YIL,690.000,0,18
142,11/05/2020 - 510801,ÇANAKKALE ALTIN TARIM HAYVANCILIK SOÐUK DEPO SANAYÝ VE TÝCARET LÝMÝTED ÞÝRKETÝ,ÇANAKKALE,Yerli Sermaye,ÝMALAT - SEBZE VE MEYVELERÝN ÝÞLENMESÝ VE SAKLANMASI,KOMPLE YENÝ YATIRIM,BÖLGESEL,"Sigorta Primi Ýþveren Hissesi 3 Yýl, Vergi Ýndirimi %55, YKO %20, KDV Ýstisnasý",ÝÞLENMÝÞ VE DONDURULMUÞ MEYVE-SEBZE 7.000 TON,2.870.322,0,50
143,11/05/2020 - 510802,SELAHATTÝN OÇAK OCAK ÝNÞAAT MÜTAHÝTLÝÐÝ,MERSÝN,Yerli Sermaye,ÝMALAT - SEBZE VE MEYVELERÝN ÝÞLENMESÝ VE SAKLANMASI,KOMPLE YENÝ YATIRIM,BÖLGESEL,"Sigorta Primi Ýþveren Hissesi 5 Yýl, Vergi Ýndirimi %60, YKO %25, KDV Ýstisnasý, Yatýrým Yeri Tahsisi, Faiz Desteði",MEYVE {NARENCÝYE} ÝÞLEME 20.000 TON/YIL,14.800.000,0,70
144,11/05/2020 - 510803,USKAY TARIM ÝNÞAAT EMLAK TURÝZM TÝCARET VE SANAYÝ LÝMÝTED ÞÝRKETÝ,ANTALYA,Yerli Sermaye,"TARIM - SEBZE, BAHÇE VE KÜLTÜR BÝTKÝLERÝ ÝLE FÝDANLIK ÜRÜNLERÝNÝN YETÝÞTÝRÝLMESÝ",KOMPLE YENÝ YATIRIM,GENEL,KDV Ýstisnasý,Serada bitkisel yetiþtiricilik 12.200 M2,2.280.000,0,2
145,11/05/2020 - 510804,AVCI EKSPORT GIDA TURÝZM ÝNÞAAT TEKSTÝL SANAYÝ VE TÝCARET LÝMÝTED ÞÝRKETÝ,ÝSTANBUL,Yerli Sermaye,ÝMALAT - TIBBÝ VE CERRAHÝ TEÇHÝZAT ÝLE ORTOPEDÝK ARAÇLARIN ÝMALATI,KOMPLE YENÝ YATIRIM,BÖLGESEL - ÖNCELÝKLÝ YATIRIM,"Sigorta Primi Ýþveren Hissesi 7 Yýl, Vergi Ýndirimi %80, YKO %40, Gümrük Vergisi Muafiyeti, Faiz Desteði, KDV Ýstisnasý, Yatýrým Yeri Tahsisi",Týbbi ve cerrahi maske 90.000.000 ADET/YIL,5.638.360,790.000,30
146,11/05/2020 - 510805,T.C. SAMSUN BÜYÜK ÞEHÝR BELEDÝYESÝ SU VE KANALÝZASYON ÝDARESÝ GENEL MÜDÜRLÜÐÜ,SAMSUN,Yerli Sermaye,HÝZMETLER - GENEL KAMU HÝZMETLERÝ,KOMPLE YENÝ YATIRIM,GENEL,KDV Ýstisnasý,Belediye hizmetleri,225.444.450,0,
147,11/05/2020 - 510806,HADÝM BELEDÝYE BAÞKANLIÐI,KONYA,Yerli Sermaye,HÝZMETLER - GENEL KAMU HÝZMETLERÝ,KOMPLE YENÝ YATIRIM,GENEL,KDV Ýstisnasý,BELEDÝYE HÝZMETLERÝ,1.420.000,0,
148,11/05/2020 - 510807,LADÝK BELEDÝYE BAÞKANLIÐI,SAMSUN,Yerli Sermaye,HÝZMETLER - GENEL KAMU HÝZMETLERÝ,KOMPLE YENÝ YATIRIM,GENEL,KDV Ýstisnasý,BELEDÝYE HÝZMETLERÝ,1.400.000,0,
149,11/05/2020 - 510808,EUROGAP ULUSLARARASI STANDART SERTÝFÝKASYON ENSTÝTÜSÜ LÝMÝTED ÞÝRKETÝ,DÝYARBAKIR,Yerli Sermaye,HÝZMETLER - TEKNÝK TEST VE ANALÝZ FAALÝYETLERÝ,TEVSÝ,BÖLGESEL,"KDV Ýstisnasý, Gümrük Vergisi Muafiyeti, Vergi Ýndirimi %90, YKO %50, Sigorta Primi Ýþveren Hissesi 10 Yýl, Sigorta Primi Desteði 10 Yýl, Gelir Vergisi Stopajý Desteði 10 Yýl, Faiz Desteði","ÜRÜN BELGELENDÝRME 600 ADET/YIL, MUAYENE BELGELENDÝRME 600 ADET/YIL, SÝSTEM BELGELENDÝRME 800 ADET/YIL, DENEY VE TEST HÝZMETLERÝ 2.000 ADET/YIL, KALÝBRASYON VE BELGELENDÝRME HÝZMETLERÝ 200 ADET/YIL",1.000.000,5.938,20
150,11/05/2020 - 510809,ÖZYAÞAR TEL VE GALVANÝZLEME SANAYÝ ANONÝM ÞÝRKETÝ,ÝSTANBUL,Yerli Sermaye,ÝMALAT - B.Y.S. METAL EÞYA ÝMALATI,MODERNÝZASYON,GENEL,KDV Ýstisnasý,"2899.3.05 - Tel, çubuk, tüp, levha, elektrotlar {paslanmayý önleyici maddelerle kaplanmýþ} 124.628 TON/YIL",7.229.500,0,
151,11/05/2020 - 510810,Y.D.Ç METAL MAKÝNA OTOMOTÝV NAKLÝYE ÝNÞAAT TURÝZM ÝTHALAT ÝHRACAT SANAYÝ VE TÝCARET LÝMÝTED ÞÝRKETÝ,ÝZMÝR,Yerli Sermaye,"ÝMALAT - METALLERÝN DÖVÜLMESÝ, PRESLENMESÝ, BASKILANMASI VE YUVARLANMASI; TOZ METALÜRJÝSÝ",TEVSÝ,GENEL,"Gümrük Vergisi Muafiyeti, KDV Ýstisnasý","MUHTELÝF PROFÝL, BORU VE SAC MALZEMEDEN YEDEK PARÇA ÝMALATI {ÇELÝK BORU, PROFÝL, SAC ÝLE KAYNAKLI KAFESLER ÝMALATI} 3.252.000 KG/YIL",8.713.905,964.460,14
152,11/05/2020 - 510811,ÝZNÝK BELEDÝYE BAÞKANLIÐI,BURSA,Yerli Sermaye,HÝZMETLER - GENEL KAMU HÝZMETLERÝ,KOMPLE YENÝ YATIRIM,GENEL,KDV Ýstisnasý,Belediye hizmetleri,3.520.000,0,
153,11/05/2020 - 510812,KARDEM MEDÝKAL ÝNÞAAT TÝCARET LÝMÝTED ÞÝRKETÝ,DÝYARBAKIR,Yerli Sermaye,"ÝMALAT - KÜRK HARÝÇ, GÝYÝM EÞYASI ÝMALATI",KOMPLE YENÝ YATIRIM,BÖLGESEL,"Sigorta Primi Ýþveren Hissesi 10 Yýl, Gelir Vergisi Stopajý Desteði 10 Yýl, Sigorta Primi Desteði 10 Yýl, Vergi Ýndirimi %90, YKO %50, KDV Ýstisnasý, Faiz Desteði",1810.2.05 - Diðer iþ giysileri 3.000.000 ADET/YIL,1.503.000,0,80
154,11/05/2020 - 510813,SAVAÞ ÇAYLI,ZONGULDAK,Yerli Sermaye,ÝMALAT - FIRIN ÜRÜNLERÝ ÝMALATI,TEVSÝ,BÖLGESEL,"Sigorta Primi Ýþveren Hissesi 5 Yýl, Vergi Ýndirimi %60, YKO %25, KDV Ýstisnasý, Faiz Desteði",TATLI VE TUZLU KURABÝYE 5.568 TON/YIL,1.093.749,0,40
155,11/05/2020 - 510814,AÞARLAR DAYANIKLI TÜKETÝM MALLARI SANAYÝ VE TÝCARET LÝMÝTED ÞÝRKETÝ,MARDÝN,Yerli Sermaye,"HÝZMETLER - OTELLER, MOTELLER, PANSÝYONLAR, KAMPLAR VE DÝÐER KONAKLAMA YERLERÝ",KOMPLE YENÝ YATIRIM,BÖLGESEL,"Sigorta Primi Ýþveren Hissesi 10 Yýl, Gelir Vergisi Stopajý Desteði 10 Yýl, Sigorta Primi Desteði 10 Yýl, Vergi Ýndirimi %90, YKO %50, KDV Ýstisnasý, Faiz Desteði",5 YILDIZLI OTEL 230 ODA,116.686.060,0,150
156,11/05/2020 - 510815,YUNAK BELEDÝYE BAÞKANLIÐI,KONYA,Yerli Sermaye,HÝZMETLER - GENEL KAMU HÝZMETLERÝ,KOMPLE YENÝ YATIRIM,GENEL,KDV Ýstisnasý,Belediye hizmetleri,7.150.000,0,
157,11/05/2020 - 510816,BLUETEKS MODA TEKSTÝL MEDÝKAL TURÝZM ÝNÞAAT SANAYÝ VE TÝCARET LÝMÝTED ÞÝRKETÝ,ÝSTANBUL,Yerli Sermaye,ÝMALAT - TIBBÝ VE CERRAHÝ TEÇHÝZAT ÝLE ORTOPEDÝK ARAÇLARIN ÝMALATI,KOMPLE YENÝ YATIRIM,BÖLGESEL - ÖNCELÝKLÝ YATIRIM,"Sigorta Primi Ýþveren Hissesi 7 Yýl, Vergi Ýndirimi %80, YKO %40, Gümrük Vergisi Muafiyeti, Faiz Desteði, KDV Ýstisnasý",Non Wovenden Mamül Tek Kullanýmlýk Cerrahi Maske Ýmalatý 15.120.000 ADET/YIL,7.868.445,786.500,30
158,11/05/2020 - 510817,EMAYHOME PLASTÝK EV GEREÇLERÝ SANAYÝ TÝCARET ANONÝM ÞÝRKETÝ,ÝSTANBUL,Yerli Sermaye,ÝMALAT - TIBBÝ VE CERRAHÝ TEÇHÝZAT ÝLE ORTOPEDÝK ARAÇLARIN ÝMALATI,KOMPLE YENÝ YATIRIM,BÖLGESEL - ÖNCELÝKLÝ YATIRIM,"Sigorta Primi Ýþveren Hissesi 7 Yýl, Vergi Ýndirimi %80, YKO %40, Gümrük Vergisi Muafiyeti, Faiz Desteði, KDV Ýstisnasý",Cerrahi Koruyucu Týbbi Maske Ýmalatý 50.000.000 ADET/YIL,12.343.815,1.614.000,15
159,11/05/2020 - 510819,ÇAYELÝ BELEDÝYE BAÞKANLIÐI,RÝZE,Yerli Sermaye,HÝZMETLER - GENEL KAMU HÝZMETLERÝ,KOMPLE YENÝ YATIRIM,GENEL,KDV Ýstisnasý,Belediye hizmetleri,4.630.000,0,
160,12/05/2020 - 510820,METÝN ADIGÜZEL,AÐRI,Yerli Sermaye,ÝMALAT - ÝNÞAAT KERESTESÝ VE DOÐRAMA ÝMALATI,KOMPLE YENÝ YATIRIM,BÖLGESEL,"Sigorta Primi Ýþveren Hissesi 10 Yýl, Gelir Vergisi Stopajý Desteði 10 Yýl, Sigorta Primi Desteði 10 Yýl, Vergi Ýndirimi %90, YKO %50, KDV Ýstisnasý, Faiz Desteði",AHÞAP KAPI ÝMALATI 12.000 ADET/YIL,543.000,0,20
